
mistake,fix,mistake freq,fix freq,type,Efreq
classifier,regressor,0,0,Standard,0
dot_path1,dot_path,0,0,Insertion,0
forwader,forwarder,0,2.0,Deletion,0
densiti,density,0,73.0,Substitution,0
weight,weights,1850.0,136.0,Deletion,0
install,gym,138.0,927.0,Standard,0
DefaulHttpClientLogger,DefaultHttpClientLogger,0,0,Deletion,0
runnning,running,0,8054.0,Insertion,0
Formally,Formerly,106.0,123.0,Standard,0
an,and,95071.0,682780.0,Deletion,0
[omission],a,0,1041179.0,Omission,0
Databse,Database,0,290.0,Deletion,0
'megaytes,'megabytes,0,0,Deletion,0
is,designed,459663.0,894.0,Standard,0
[omission],setup,0,440.0,Omission,0
The,It,1501908.0,963712.0,Standard,0
'lalaItem,'laItem,0,0,Standard,0
'lalaItem,'laItem,0,0,Standard,0
RowDataTransaction,RowNodeTransaction,0,0,Standard,0
wiht,with,0,257465.0,Exchange,0
us,use,86478.0,17536.0,Deletion,0
us,use,86478.0,17536.0,Deletion,0
src/app.module.ts,src/app/app.module.ts,0,0,Standard,0
minimze,minimize,0,54.0,Deletion,0
minimze,minimize,0,54.0,Deletion,0
minimze,minimize,0,54.0,Deletion,0
ag-grid,ag-Grid,0,0,Caps Error,0
ros,rows,9.0,92.0,Deletion,0
optoins,options,0,715.0,Exchange,0
envronment.ts,environment.ts,0,0,Deletion,0
can,add,267620.0,1686.0,Standard,0
options,to,715.0,1156570.0,Standard,0
included,alongside,382.0,192.0,Standard,0
[omission],following,0,2310.0,Omission,0
cliked,clicked,0,54.0,Deletion,0
grid,Grid,282.0,282.0,Caps Error,0
+=,=,0,0,Insertion,0
appropiate,appropriate,0,657.0,Deletion,0
getContextMenuItems,getMainMenuItems,0,0,Standard,0
getContextMenuItems,getMainMenuItems,0,0,Standard,0
getContextMenuItems,getMainMenuItems,0,0,Standard,0
withRef,forwardRef,0,0,Standard,0
[omission],;,0,0,Omission,0
[omission],;,0,0,Omission,0
[omission],;,0,0,Omission,0
scenes,scene,428.0,3807.0,Insertion,0
[omission],a,0,1041179.0,Omission,0
[omission],the,0,1501908.0,Omission,0
[omission],the,0,1501908.0,Omission,0
[omission],the,0,1501908.0,Omission,0
[omission],the,0,1501908.0,Omission,0
from,on,103992.0,354742.0,Standard,0
[omission],your,0,328715.0,Omission,0
than,then,37679.0,75966.0,Substitution,0
laod,load,0,1490.0,Exchange,0
Debugging,Validation,2.0,36.0,Standard,0
class,range,5985.0,1161.0,Standard,0
cases,case,1436.0,14403.0,Insertion,0
databugger,Databugger,0,0,Caps Error,0
=,?,0,0,Substitution,0
groupped,grouped,0,7.0,Insertion,0
hight,high,3.0,9945.0,Insertion,0
searies,series,0,1028.0,Insertion,0
Interpolation,Writing,2.0,2852.0,Standard,0
ast.conf.json,asv.conf.json,0,0,Substitution,0
ast.conf.json,asv.conf.json,0,0,Substitution,0
can,you,267620.0,2134713.0,Standard,0
proccess,process,0,1427.0,Insertion,0
taht,that,0,719677.0,Exchange,0
v2.9.1,next,0,23090.0,Standard,0
CellFromPreview,CellFormPreview,0,0,Exchange,0
feautre,feature,0,298.0,Exchange,0
],[,0,0,Substitution,0
pullupSatatus,pullupStatus,0,0,Insertion,0
enalbePullup,enablePullup,0,0,Exchange,0
It,If,963712.0,180610.0,Substitution,0
`,),0,0,Substitution,0
Main,Maintainers,2179.0,0,MORPH,0
Liscence,License,0,1635.0,Standard,0
reply,rely,245.0,366.0,Insertion,0
dist/umd/lib.produciton.js,dist/umd/lib.production.js,0,0,Exchange,0
libara,library,0,1170.0,Standard,0
groups,group,471.0,3762.0,Insertion,0
[omission],is,0,459663.0,Omission,0
coffe,coffee,0,7371.0,Deletion,0
+config/alchermy+,+config/alchemy+,0,0,Insertion,0
to,up,1156570.0,187170.0,Standard,0
valeues,values,0,432.0,Insertion,0
replaces,replaced,23.0,421.0,Substitution,0
WIP,This,0,406915.0,Standard,0
workss,works,0,5357.0,Insertion,0
stores,store,485.0,4178.0,Insertion,0
it,its,963712.0,8757.0,Deletion,0
comparisions,comparisons,0,19.0,Insertion,0
arbitary,arbitrary,0,52.0,Deletion,0
stacksize,size,0,2353.0,MORPH,0
incase,case,9.0,14403.0,Compound,0
incase,case,9.0,14403.0,Compound,0
setttings,settings,0,49.0,Insertion,0
add,Add,1686.0,1686.0,Caps Error,0
[omission],null,0,27.0,Omission,0
just,from,242206.0,103992.0,Standard,0
>,This,0,406915.0,Standard,0
a,frequency,1041179.0,337.0,Standard,0
time,times,99890.0,11221.0,Deletion,0
[omission],upsampling,0,0,Omission,0
performing,scaling,325.0,10.0,Standard,0
image,images,1154.0,401.0,Deletion,0
the,sampled,1501908.0,24.0,Standard,0
the,sampled,1501908.0,24.0,Standard,0
StartingDayOfWeek.thursday,StartingDayOfWeek.friday,0,0,Standard,0
getWeekdayNumber,_getWeekdayNumber,0,0,Deletion,0
var,final,7.0,2533.0,Standard,0
updateDevToAvoidConflitsMessage,updateDevToAvoidConflictsMessage,0,0,Deletion,0
folloeing,following,0,2310.0,Substitution,0
INFO,NOTE,189.0,2731.0,Standard,0
pagecaching,caching,0,0,MORPH,0
visibilit,visibility,0,61.0,Deletion,0
[omission],",",0,0,Omission,0
task,tasks,649.0,85.0,Deletion,0
TIP,NOTE,1409.0,2731.0,Standard,0
[omission],",",0,0,Omission,0
depricated,deprecated,0,0,Substitution,0
upload/,uploads/,0,0,Deletion,0
completly,completely,0,4303.0,Deletion,0
completly,completely,0,4303.0,Deletion,0
completly,completely,0,4303.0,Deletion,0
completly,completely,0,4303.0,Deletion,0
shure,sure,0,56091.0,Insertion,0
eraly,early,0,5510.0,Exchange,0
where,were,93341.0,84804.0,Insertion,0
where,were,93341.0,84804.0,Insertion,0
saved,save,3558.0,8278.0,Insertion,0
saved,save,3558.0,8278.0,Insertion,0
da,dar,1183.0,68.0,Deletion,0
Seiten,Seite,0,0,Insertion,0
wich,that,9.0,719677.0,Standard,0
wich,that,9.0,719677.0,Standard,0
wich,that,9.0,719677.0,Standard,0
to,to-be-skipped,1156570.0,0,MORPH,0
'Login,'login,0,0,Caps Error,0
'Login,'login,0,0,Caps Error,0
'Login,'login,0,0,Caps Error,0
recursive,true,3.0,12921.0,Standard,0
support,supports,2587.0,105.0,Deletion,0
bring,brings,16685.0,1791.0,Deletion,0
in,within,498444.0,3017.0,Compound,0
property,properties,1698.0,162.0,Standard,0
a,the,1041179.0,1501908.0,Standard,0
class,interface,5985.0,77.0,Standard,0
current,member,869.0,1468.0,Standard,0
AbstractProcess,Boolean,0,4.0,Standard,0
Stes,Sets,0,761.0,Exchange,0
[omission],want,0,140718.0,Omission,0
bellow,below,23.0,1430.0,Insertion,0
package,packages,1162.0,199.0,Deletion,0
manfist,manifest,0,188.0,Standard,0
frameowk,framework,0,20.0,Standard,0
the,correct,1501908.0,2292.0,Standard,0
virtual,virtualenv,133.0,0,MORPH,0
configuartion,configuration,0,48.0,Exchange,0
desciption,description,0,645.0,Deletion,0
//example/foo/bar.git,//example.com/foo/bar.git,0,0,Standard,0
This,this,406915.0,406915.0,Caps Error,0
directoris,directories,0,9.0,Deletion,0
recusre,recurse,0,0,Exchange,0
manager,manage,2038.0,1095.0,Insertion,0
a,of,1041179.0,590439.0,Standard,0
matchin,matching,0,230.0,Deletion,0
Clonie,Clone,0,128.0,Insertion,0
S,``,1057301.0,0,Standard,0
fint,find,0,42379.0,Substitution,0
inclduing,including,0,1405.0,Exchange,0
now,no,163333.0,304549.0,Insertion,0
smiple,simple,0,4555.0,Exchange,0
project,projects,1907.0,285.0,Deletion,0
vaild,valid,0,164.0,Exchange,0
Final,The,2533.0,1501908.0,Standard,0
is,takes,459663.0,5986.0,Standard,0
To,An,1156570.0,95071.0,Standard,0
[omission],math,0,836.0,Omission,0
to,by,1156570.0,68364.0,Standard,0
[omission],write,0,6467.0,Omission,0
accent,warning-bg,621.0,0,Standard,0
accent,warning-bg,621.0,0,Standard,0
accent,warning-bg,621.0,0,Standard,0
.panel-content,.panel-body,0,0,Standard,0
.panel-body,.panel-content,0,0,Standard,0
andor,and,0,682780.0,MORPH,0
booleam,boolean,0,4.0,Substitution,0
aniamtion,animation,0,62.0,Exchange,0
serveral,several,0,1978.0,Insertion,0
alwyas,always,0,33418.0,Exchange,0
writable,writeable,0,0,Deletion,0
context_from,cache_from,0,0,Standard,0
context_from,cache_from,0,0,Standard,0
context_from,cache_from,0,0,Standard,0
context_from,cache_from,0,0,Standard,0
context_from,cache_from,0,0,Standard,0
context_from,cache_from,0,0,Standard,0
Assocation,Association,0,414.0,Deletion,0
Mageto,Magento,0,0,Deletion,0
Resourcesc,Resources,0,470.0,Insertion,0
Algen,Alger,0,0,Substitution,0
m,#,343245.0,0,Substitution,0
[omission],m,0,343245.0,Omission,0
Magebto,Magento,0,0,Substitution,0
devlopment,development,0,625.0,Deletion,0
query,alert-query,29.0,0,MORPH,0
[omission],at,0,164072.0,Omission,0
alert,r,1051.0,3579.0,Compound,0
[omission],stream,0,410.0,Omission,0
closeed,closed,0,2758.0,Insertion,0
closeed,closed,0,2758.0,Insertion,0
closeed,closed,0,2758.0,Insertion,0
closeed,closed,0,2758.0,Insertion,0
pull,pool,7469.0,2396.0,Standard,0
communciation,communication,0,528.0,Exchange,0
yieleded,yielded,0,21.0,Insertion,0
yieleded,yielded,0,21.0,Insertion,0
yieleded,yielded,0,21.0,Insertion,0
Serde,Futures,0,83.0,Standard,0
three,two,27654.0,54384.0,Standard,0
htis,this,0,406915.0,Exchange,0
htis,this,0,406915.0,Exchange,0
which,is,24339.0,459663.0,Standard,0
let,repository,123381.0,13.0,Standard,0
ngxPpermissionsOnly=,ngxPermissionsOnly=,0,0,Insertion,0
four,five,13045.0,14558.0,Standard,0
you,your,2134713.0,328715.0,Deletion,0
ten,then,7395.0,75966.0,Deletion,0
ALTextInputBar,ALCameraViewController,0,0,Standard,0
exception,expression,409.0,651.0,Standard,0
algorythm,algorithm,0,27.0,Substitution,0
alhorythm,algorithm,0,27.0,Standard,0
[omission],the,0,1501908.0,Omission,0
bacomes,becomes,0,1231.0,Substitution,0
types,type,479.0,3093.0,Insertion,0
ot,to,126.0,1156570.0,Exchange,0
[omission],{,0,0,0,0,Omission,0
pkgdesc=,pkgdesc='Embedded,0,0,MORPH,0
previous,template,484.0,21.0,Standard,0
notifer.addError,notifier.addError,0,0,Deletion,0
coffeee,coffee,0,7371.0,Insertion,0
hypen,hyphen,0,11.0,Deletion,0
Pathwatcher.close,PathWatcher.close,0,0,Caps Error,0
examples.gadgets.DotPorductGadget,examples.gadgets.DotProductGadget,0,0,Exchange,0
so,The,216452.0,1501908.0,Standard,0
[omission],",",0,0,Omission,0
feelow,fellow,0,2987.0,Substitution,0
[omission],Old,0,31056.0,Omission,0
[omission],RSS,0,0,Omission,0
Google,NewsBlur,43.0,0,Standard,0
manage,manager,1095.0,2038.0,Deletion,0
uless,unless,0,5798.0,Deletion,0
uless,unless,0,5798.0,Deletion,0
pubic,public,60.0,3625.0,Deletion,0
can,you,267620.0,2134713.0,Standard,0
reloadhtread,reloadthread,0,0,Exchange,0
[omission],bookmarking,0,0,Omission,0
workin,working,0,12775.0,Deletion,0
[omission],the,0,1501908.0,Omission,0
previosu,previous,0,484.0,Exchange,0
ttrss-passowrd|,ttrss-password|,0,0,Exchange,0
the,they,1501908.0,209250.0,Deletion,0
//curlm.haxx.se/download.html,//curl.haxx.se/download.html,0,0,Insertion,0
//curlm.haxx.se/download.html,//curl.haxx.se/download.html,0,0,Insertion,0
unred,unread,0,5.0,Deletion,0
support.|google-password,support.|googlereader-password,0,0,Standard,0
itmes,items,0,343.0,Exchange,0
http,https,0,0,Deletion,0
in,is,498444.0,459663.0,Substitution,0
^B,^E,0,0,Substitution,0
Windows,linux,1190.0,0,Standard,0
us,are,86478.0,265672.0,Standard,0
windows,Windows,1190.0,1190.0,Caps Error,0
fond,found,629.0,20196.0,Deletion,0
qibild,qibuild,0,0,Deletion,0
qiubild.interact,qibuild.interact,0,0,Exchange,0
help,helps,46977.0,1084.0,Deletion,0
in,to,498444.0,1156570.0,Standard,0
diffent,different,0,10686.0,Standard,0
be,but,293085.0,225291.0,Standard,0
anwer,answer,0,8986.0,Deletion,0
alreday,already,0,16246.0,Exchange,0
trye,try,0,24314.0,Insertion,0
suppoprted,supported,0,186.0,Insertion,0
+foo.+h,+foo.h+,0,0,Exchange,0
[omission],have,0,314232.0,Omission,0
[omission],have,0,314232.0,Omission,0
``,`,0,0,Insertion,0
Templtates,Templates,0,15.0,Insertion,0
[omission],be,0,293085.0,Omission,0
curernt,current,0,869.0,Exchange,0
future,futures,5278.0,83.0,Deletion,0
item,error,628.0,473.0,Standard,0
autoamtically,automatically,0,213.0,Exchange,0
Exeuctors,Executors,0,2.0,Exchange,0
iterpret,interpret,0,125.0,Deletion,0
responible,responsible,0,2298.0,Deletion,0
inbetween,between,0,8932.0,MORPH,0
direclty,directly,0,1084.0,Exchange,0
functionc,function,0,565.0,Insertion,0
the,there,1501908.0,221754.0,Compound,0
the,there,1501908.0,221754.0,Compound,0
[omission],that,0,719677.0,Omission,0
overwridden,overridden,0,13.0,Insertion,0
occured,occurred,0,737.0,Deletion,0
inconvienence,inconvenience,0,226.0,Exchange,0
vey,very,0,63304.0,Deletion,0
Create,virtual,1289.0,133.0,Standard,0
Exit,virtual,794.0,133.0,Standard,0
of,or,590439.0,86970.0,Substitution,0
extension,funding,275.0,162.0,Standard,0
images/fComboScriberia_ForNewsletter.png,images/ComboScriberia_ForNewsletter.png,0,0,Insertion,0
repsitory,repository,0,13.0,Deletion,0
[omission],[,0,0,Omission,0
[omission],[,0,0,Omission,0
pallettes,palettes,0,0,Insertion,0
Reasearch,Research,0,1688.0,Insertion,0
ou,you,0,2134713.0,Deletion,0
Continous,Continuous,0,98.0,Deletion,0
Continous,Continuous,0,98.0,Deletion,0
on,the,354742.0,1501908.0,Standard,0
Make,for,70775.0,351650.0,Standard,0
exfample,example,0,1527.0,Insertion,0
afer,after,0,34812.0,Deletion,0
our,program,71425.0,2174.0,Standard,0
it,the,963712.0,1501908.0,Standard,0
[omission],[,0,0,Omission,0
[omission],",",0,0,Omission,0
Task,Task-local,649.0,0,MORPH,0
return,returns,4676.0,447.0,Deletion,0
[omission],",",0,0,Omission,0
that,than,719677.0,37679.0,Substitution,0
are,is,265672.0,459663.0,Standard,0
[omission],to,0,1156570.0,Omission,0
poll,poll'ed,127.0,0,MORPH,0
sourrounding,surrounding,0,192.0,Insertion,0
all,allow,263255.0,2263.0,Compound,0
self.read_ready,self.write_ready,0,0,Standard,0
behaviorial,behavioural,0,13.0,Standard,0
defaualt,default,0,51.0,Insertion,0
.,",",0,0,Substitution,0
string,answer,646.0,8986.0,Standard,0
cursor.x,cursor.X,0,0,Caps Error,0
csbi.size.x,csbi.size.X,0,0,Caps Error,0
csbi.size.x,csbi.size.X,0,0,Caps Error,0
cursor.x,cursor.X,0,0,Caps Error,0
csbi.size.x,csbi.size.X,0,0,Caps Error,0
--,-|,0,0,Substitution,0
Connfirm,Confirm,0,736.0,Insertion,0
gropus=,groups=,0,0,Exchange,0
frmo,from,0,103992.0,Exchange,0
and,groups,682780.0,471.0,Standard,0
enable-colorfgdg,enable-colorfgbg,0,0,Substitution,0
pkgdesc='Full,pkgdesc='Fool,0,0,Standard,0
MSYS/Cygwin,Cygwin,0,0,MORPH,0
SCons.Actio,SCons.Action,0,0,Deletion,0
BcakgroundColor,BackgroundColor,0,0,Exchange,0
non-production,production,0,645.0,MORPH,0
contains,contain,260.0,310.0,Insertion,0
contains,contain,260.0,310.0,Insertion,0
relese,release,0,1851.0,Deletion,0
/nb-layout-column,/nb-layout-footer,0,0,Standard,0
NbCheckboxComponent,NbCheckboxModule,0,0,Standard,0
expiriece,experience,0,3088.0,Standard,0
a,slightly,1041179.0,576.0,Standard,0
a,the,1041179.0,1501908.0,Standard,0
provoders,providers,0,17.0,Substitution,0
Nubular,Nebular,0,0,Substitution,0
EmalPass,EmailPass,0,0,Deletion,0
breakking,breaking,0,2155.0,Insertion,0
when,if,103739.0,180610.0,Standard,0
auti-id,auth-id,0,0,Substitution,0
error-handing,error-handling,0,0,Deletion,0
feaures,features,0,244.0,Deletion,0
paranoid_location,safe_location,0,0,Standard,0
OkgTest,OkfTest,0,0,Substitution,0
June,Jul,962.0,0,Standard,0
[omission],?,0,0,Omission,0
ther,the,0,1501908.0,Insertion,0
[omission],to,0,1156570.0,Omission,0
encoded,raw_data,43.0,0,Standard,0
[omission],not,0,276673.0,Omission,0
",",display_name,0,0,Standard,0
logitude,longitude,0,42.0,Deletion,0
.nb-chekmark,.nb-checkmark,0,0,Deletion,0
.nb-chekmark,.nb-checkmark,0,0,Deletion,0
.nb-chekmark,.nb-checkmark,0,0,Deletion,0
.nb-chekmark,.nb-checkmark,0,0,Deletion,0
'/,'./,0,0,Deletion,0
'/,'./,0,0,Deletion,0
some,more,88089.0,66228.0,Standard,0
some,more,88089.0,66228.0,Standard,0
breadcrums,breadcrumbs,0,11.0,Deletion,0
HipChat,PubSub,0,0,Standard,0
AMPQ_QUEUE,AMQP_QUEUE,0,0,Exchange,0
AMPQ_URL,AMQP_URL,0,0,Exchange,0
[omission],if,0,180610.0,Omission,0
hieararchy,hierarchy,0,32.0,Insertion,0
//github.com/spectresearch/detectem/issues,//github.com/alertot/detectem/issues,0,0,Standard,0
//github.com/spectresearch/detectem/issues,//github.com/alertot/detectem/issues,0,0,Standard,0
matcher_instance.get_info,matcher_class.get_info,0,0,Standard,0
Istall,Install,0,138.0,Deletion,0
de,the,2161.0,1501908.0,Standard,0
[omission],[,0,0,Omission,0
pantheon,Pantheon,21.0,21.0,Caps Error,0
[omission],URL,0,0,Omission,0
infos,information,0,4557.0,Standard,0
swith,switch,0,1434.0,Deletion,0
wour,your,0,328715.0,Substitution,0
:Mongoid,:MongoMapper,0,0,Standard,0
a.,b.,0,0,Substitution,0
junit.framework.Assert,junit.framework.Assert.assertSame,0,0,MORPH,0
Guilluame,Guillaume,0,0,Exchange,0
maven,Maven,5.0,5.0,Caps Error,0
contain,contains,310.0,260.0,Deletion,0
[omission],does,0,34002.0,Omission,0
[omission],does,0,34002.0,Omission,0
contain,contains,310.0,260.0,Deletion,0
[omission],does,0,34002.0,Omission,0
[omission],does,0,34002.0,Omission,0
item.getAsEntry,item.getAsFile,0,0,Standard,0
x_head,x_ahead,0,0,Deletion,0
classes,functions,812.0,201.0,Standard,0
pratice,practice,0,2330.0,Deletion,0
df/fz,df/dz,0,0,Substitution,0
peturbed,perturbed,0,20.0,Deletion,0
including,include,1405.0,568.0,Standard,0
to,the,1156570.0,1501908.0,Standard,0
pertubations,perturbations,0,0,Deletion,0
stretched,stretached,137.0,0,Deletion,0
D.dot,dD.dot,0,0,Deletion,0
D,dD,101335.0,300.0,Deletion,0
cictuit,circuit,0,340.0,Standard,0
extraordinaire,extraordinary,33.0,771.0,Standard,0
Refactorsing,Refactoring,0,0,Insertion,0
stakehoders,stakeholders,0,0,Deletion,0
Clemens-ATAM,Clements-ATAM,0,0,Deletion,0
then,than,75966.0,37679.0,Substitution,0
then,than,75966.0,37679.0,Substitution,0
[omission],do,0,312915.0,Omission,0
Sidebar,The,47.0,1501908.0,Standard,0
Application,Only,510.0,55269.0,Standard,0
[omission],that,0,719677.0,Omission,0
[omission],the,0,1501908.0,Omission,0
[omission],the,0,1501908.0,Omission,0
[omission],is,0,459663.0,Omission,0
[omission],the,0,1501908.0,Omission,0
difine,define,0,318.0,Substitution,0
Three,Tree,27654.0,3315.0,Insertion,0
[omission],are,0,265672.0,Omission,0
default-text,default,0,51.0,MORPH,0
[omission],',0,0,Omission,0
[omission],',0,0,Omission,0
[omission],',0,0,Omission,0
[omission],',0,0,Omission,0
[omission],',0,0,Omission,0
[omission],',0,0,Omission,0
relese,release,0,1851.0,Deletion,0
theme,lightTheme,710.0,0,Standard,0
theme,lightTheme,710.0,0,Standard,0
theme,lightTheme,710.0,0,Standard,0
detailed,details,200.0,1481.0,Standard,0
/MDCardViews,/MDCardView,0,0,Insertion,0
definitioon,definition,0,296.0,Insertion,0
[omission],validators,0,0,Omission,0
[omission],|,0,0,0,0,Omission,0
[omission],),0,0,Omission,0
[omission],JSONAPI,0,0,Omission,0
[omission],interactive,0,28.0,Omission,0
form,from,2180.0,103992.0,Exchange,0
DataContext,AppExtensionDataContext,0,0,MORPH,0
langauge,language,0,1790.0,Exchange,0
translaters,translators,0,13.0,Substitution,0
translaters,translators,0,13.0,Substitution,0
backwards,backward,667.0,159.0,Insertion,0
lyout,layout,0,178.0,Deletion,0
librarires,libraries,0,35.0,Insertion,0
destincation,destination,0,300.0,Insertion,0
[omission],get,0,233772.0,Omission,0
as,was,113068.0,288391.0,Deletion,0
[omission],is,0,459663.0,Omission,0
[omission],value,0,1097.0,Omission,0
arrive,arrived,953.0,1949.0,Deletion,0
Serde,this,0,406915.0,Standard,0
an,and,95071.0,682780.0,Deletion,0
Reeturns,Returns,0,447.0,Insertion,0
Reeturns,Returns,0,447.0,Insertion,0
not,no,276673.0,304549.0,Insertion,0
false,true,0,12921.0,Standard,0
attrbiutes,attributes,0,38.0,Exchange,0
geneomes,genomes,0,2.0,Insertion,0
.,",",0,0,Substitution,0
.,",",0,0,Substitution,0
deafult,default,0,51.0,Exchange,0
Comming,Coming,0,26878.0,Insertion,0
PrintWebpageRequest,PrintWebpage,0,0,MORPH,0
tool,and,548.0,682780.0,Standard,0
easiser,easier,0,2012.0,Insertion,0
./models/en-us.json,./models/en-US.json,0,0,Caps Error,0
userDistantceUnits,userDistanceUnits,0,0,Insertion,0
intiial,initial,0,325.0,Exchange,0
artifical,artificial,0,246.0,Deletion,0
naviagate,navigate,0,98.0,Insertion,0
receive,received,992.0,1436.0,Deletion,0
goesc,gosec,0,0,Exchange,0
gosimple,staticcheck,0,0,Standard,0
datetime,datetime.datetime,0,0,MORPH,0
datetime.datetime,datetime,0,0,MORPH,0
use,be,17536.0,293085.0,Standard,0
Others,Other,5061.0,37505.0,Insertion,0
is,its,459663.0,8757.0,Deletion,0
have,has,314232.0,57830.0,Standard,0
usefull,useful,0,669.0,Insertion,0
[omission],`,0,0,Omission,0
imgaug.augmentables.polys.BoundingBox,imgaug.augmentables.bbs.BoundingBox,0,0,Standard,0
imgaug.augmentables.polys.BoundingBox,imgaug.augmentables.bbs.BoundingBox,0,0,Standard,0
appropiate,appropriate,0,657.0,Deletion,0
inappropiate,inappropriate,0,338.0,Deletion,0
inappropiate,inappropriate,0,338.0,Deletion,0
inappropiate,inappropriate,0,338.0,Deletion,0
agains,against,0,10288.0,Deletion,0
imgages,images,0,401.0,Insertion,0
neccessary,necessary,0,2345.0,Insertion,0
Merago,Megaro,0,0,Exchange,0
[omission],'',0,0,Omission,0
the,*,1501908.0,0,Standard,0
's,below,0,1430.0,Standard,0
too,to,69950.0,1156570.0,Insertion,0
[omission],Game,0,11926.0,Omission,0
AMAZON.DE_FIRST_NAME,AMAZON.US_FIRST_NAME,0,0,Standard,0
humanhuman,human-human,0,0,Deletion,0
ASD,ASK,0,24640.0,Substitution,0
Latest,Package,955.0,1162.0,Standard,0
Amazon,Alexa,148.0,0,Standard,0
'environments.ts,'environment.ts,0,0,Insertion,0
'environments.prod.ts,'environment.prod.ts,0,0,Insertion,0
hasocode,hashcode,0,0,Substitution,0
'jusitfy,'justify,0,0,Exchange,0
make,made,70775.0,28626.0,Substitution,0
contribute,contributed,194.0,86.0,Deletion,0
Formatare,Format,0,54.0,MORPH,0
Subliniare,Subliniat,0,0,Standard,0
Accent,Accentuat,621.0,0,MORPH,0
Justificat,Justificare,0,0,Standard,0
Title,Titre,947.0,2.0,Substitution,0
Text,Texte,267.0,0,Deletion,0
.trumbowyg.langs.fr,.trumbowyg.langs.fa,0,0,Substitution,0
.,using,0,3520.0,Standard,0
speek,speak,0,9546.0,Substitution,0
got,animations,168631.0,0,Standard,0
witch,which,1410.0,24339.0,Standard,0
possibile,possible,0,5816.0,Insertion,0
clearAll,clearRefinements,0,0,Standard,0
clearAllLabel,clearRefinementsLabel,0,0,Standard,0
Algolia,Angular,0,7.0,Standard,0
mut,must,0,35661.0,Deletion,0
cb,callback,27.0,44.0,Standard,0
the,source,1501908.0,1437.0,Standard,0
sources,source,419.0,1437.0,Insertion,0
&,and,0,682780.0,Standard,0
APi,API,0,0,Caps Error,0
`,stringifying,0,0,Standard,0
follow,following,6283.0,2310.0,Compound,0
browers,browsers,0,0,Deletion,0
clearPrefecthCache,clearPrefetchCache,0,0,Exchange,0
[omission],//www.algolia.com/doc/rest_api,0,0,Omission,0
function.,function,0,565.0,Insertion,0
),.,0,0,Substitution,0
two,three,54384.0,27654.0,Standard,0
threw,through,2082.0,28026.0,Standard,0
exeeds,exceeds,0,37.0,Deletion,0
occures,occurs,0,170.0,Insertion,0
upadted,updated,0,67.0,Exchange,0
Dropzone.opions.elementId,Dropzone.options.elementId,0,0,Deletion,0
qeue,queue,0,60.0,Deletion,0
to,too,1156570.0,69950.0,Deletion,0
[omission],want,0,140718.0,Omission,0
save-dep,save-dev,0,0,Substitution,0
redine,redefine,0,15.0,Standard,0
redine,redefine,0,15.0,Standard,0
affect,effect,568.0,1219.0,Substitution,0
github.com/adambiggs,//github.com/adambiggs,0,0,MORPH,0
(,[,0,0,Substitution,0
Chat,Charts,830.0,333.0,Standard,0
captial,capital,0,648.0,Exchange,0
below,file,1430.0,2246.0,Standard,0
below,file,1430.0,2246.0,Standard,0
css.query,css.input,0,0,Standard,0
when,the,103739.0,1501908.0,Standard,0
use,be,17536.0,293085.0,Standard,0
use,be,17536.0,293085.0,Standard,0
Febuary,February,0,280.0,Deletion,0
Guildlines,Guidelines,0,86.0,Standard,0
dropdwn,dropdown,0,0,Deletion,0
intialized,initialized,0,2.0,Deletion,0
trigged,triggered,0,126.0,Standard,0
submisison,submission,0,55.0,Exchange,0
links,link,141.0,609.0,Insertion,0
diretly,directly,0,1084.0,Deletion,0
scrap,scrape,223.0,210.0,Deletion,0
Paypal,PayPal,0,0,Caps Error,0
strutured,structured,0,34.0,Deletion,0
occured,occurred,0,737.0,Deletion,0
occured,occurred,0,737.0,Deletion,0
recieve,receive,0,992.0,Exchange,0
recieves,receives,0,79.0,Exchange,0
aquiring,acquiring,0,43.0,Deletion,0
occured,occurred,0,737.0,Deletion,0
reponse,response,0,821.0,Deletion,0
[omission],n't,0,0,Omission,0
SessionManager.swift,Session.swift,0,0,Standard,0
true,false,12921.0,0,Standard,0
an,a,95071.0,1041179.0,Insertion,0
paramter,parameter,0,13.0,Deletion,0
paramter,parameter,0,13.0,Deletion,0
[omission],Mapping,0,43.0,Omission,0
DocSearch,docsearch,0,0,Caps Error,0
of,matching,590439.0,230.0,Standard,0
a,an,1041179.0,95071.0,Deletion,0
[omission],often,0,2925.0,Omission,0
will,is,108306.0,459663.0,Standard,0
the,page,1501908.0,1912.0,Standard,0
attribute,to,45.0,1156570.0,Standard,0
can,transform,267620.0,112.0,Standard,0
to,Algolia,1156570.0,0,Standard,0
read,follow,12302.0,6283.0,Standard,0
Analytiucs,Analytics,0,0,Insertion,0
fist,first,375.0,42869.0,Deletion,0
reanked,ranked,0,49.0,Insertion,0
ont,on,10.0,354742.0,Insertion,0
[omission],),0,0,Omission,0
2.,.,0,0,Insertion,0
[omission],#,0,0,Omission,0
[omission],#,0,0,Omission,0
OneWaySynonmType,OneWaySynonymType,0,0,Deletion,0
0,nil,0,23.0,Standard,0
import,'',111.0,0,Standard,0
#,[,0,0,Substitution,0
[omission],``,0,0,Omission,0
:,",",0,0,Substitution,0
",",:,0,0,Substitution,0
the,The,1501908.0,1501908.0,Caps Error,0
the,The,1501908.0,1501908.0,Caps Error,0
